OPIS Truckstop ID,Truckstop Name,Address,City,State,Rack ID,Retail Price,Latitude,Longitude
263,CASEYS #3956,I-94 EXIT 16,Bridgman,MI,465,3.559,39.467909,-110.975944
267,CORNER MARKET #117,SR-154 & SR-129,Dodge City,KS,357,3.399,31.300559,-120.475581
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,325,3.299,31.79626,-77.530078
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,325,3.249,27.107428,-97.317118
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,325,3.439,32.054634,-75.033073
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,325,3.349,37.365005,-66.801706
269,PILOT TRAVEL CENTERS #24,"I-75, EXIT 15",Monroe,MI,325,3.559,34.989185,-96.930224
278,CARLISLE PLAZA,US-41,Carlisle,IN,510,3.499,40.493678,-107.841491
281,CIRCLE K #4700065,"I-65, EXIT 76 & US-31",Taylorsville,IN,375,3.399,31.018475,-92.358363
289,LOVES TRAVEL STOP #173,"I-70, MM 209",Lawrence,KS,553,3.229,25.544754,-100.948619
292,PETES #56,US-169 & CR-5000,Cherryvale,KS,307,3.23233333,30.966914,-86.343982
293,LOVES TRAVEL STOP #176,"I-35, MILE MARKER 97",Matfield Green,KS,336,3.25566666,29.733994,-69.399225
304,FL Roberts,"I-91, EXIT 4",Springfield,MA,100,3.599,43.236551,-87.416691
309,QUIKTRIP #231,"I-635, EXIT 3",Kansas City,KS,400,3.199,28.928666,-81.342844
323,SAPP BROS TRAVEL CENTER,"I-80, EXIT 126",Ogallala,NE,475,3.46566666,43.18885,-91.625632
326,FLYING J TRAVEL PLAZA #748,"I-15, EXIT 357",Willard,UT,835,3.749,32.109968,-102.601349
341,TA JACKSONVILLE SOUTH TRAVEL CENTER,"I-95, EXIT 329",Saint Johns,FL,75,3.469,29.173493,-101.540028
347,7-ELEVEN #40514,I-90/80-IN TOLL RD MM 22E,Portage,IN,365,3.99066666,42.997939,-101.929515
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.769,46.709615,-67.824743
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.689,33.576415,-92.782609
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.699,26.035323,-92.238344
358,TA BINGHAMTON TRAVELCENTER,"I-81N, EXIT 2W & I-81S, EXIT 3",Binghamton,NY,32,3.739,44.294516,-103.239767
361,CIRCLE K #2726293,"I-295, EXIT 25",Jacksonville,FL,75,3.31566666,31.950824,-118.539179
368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort,NY,12,3.749,47.845045,-123.395108
368,WILTON TRAVEL PLAZA,"I-87, EXIT 16",Gansevoort,NY,12,3.799,38.768013,-84.707602
372,GAS DEPOT,"I-94, EXIT 5",Hammond,IN,365,3.999,31.896914,-120.118152
381,7-Eleven #41830,US-69 & US-135,Jacksonville,TX,630,2.91566666,46.340654,-117.529025
387,Circle K #2709664,"I-8, EXIT 12",Yuma,AZ,930,3.489,25.331234,-68.397174
388,Pilot Travel Centers #14,"I-71, EXIT 131",Sunbury,OH,315,3.719,27.769478,-107.841604
391,PILOT TRAVEL CENTERS #13,"I-71, EXIT 209",Seville,OH,305,3.699,26.186142,-70.083375
403,TRUCKOMAT OF HEBRON,"I-70, EXIT 126 & SR-37",Hebron,OH,315,3.429,41.503875,-99.342469
407,FUEL MART #641,"I-80 & I-280, EXIT 71",Perrysburg,OH,550,3.499,40.218339,-108.189336
421,PETRO STOPPING CENTER #316,"I-40 & I-35, EXIT 127",Oklahoma City,OK,483,3.30233333,47.349442,-93.924021
424,E EXPRESS,"I-40, EXIT 166",Choctaw,OK,483,2.899,48.002022,-111.368014
425,Neighbors Express,"I-16, EXIT 51",Dublin,GA,85,3.299,27.52602,-73.745226
442,WESTERN COOP,US-385 & SR-2,Alliance,NE,795,3.324,32.953075,-71.716664
455,MR FUEL #753,"I-95, EXIT 104 & SR-207",Ruther Glen,VA,180,3.26566666,30.371808,-74.919998
456,THE COUNTRY OASIS,US-24,Woodburn,IN,370,3.399,45.200132,-69.661065
458,HAPPY HILLS GAS & COFFEE,I-29 EXIT 110,Rock Port,MO,400,3.399,43.262665,-88.907505
460,TRUCK STOP 44,I-20 EXIT 44,Gilbert,SC,135,3.079,37.656343,-71.116095
461,SPINX #271,"I-26, EXIT 145 & US-601",Orangeburg,SC,42,3.26233333,34.839184,-84.23599
469,LOAF N JUG #750010,US-160 & SR-17,Alamosa,CO,803,3.259,35.766308,-106.641952
474,KEWANEE 1 STOP,"I-20, EXIT 169 & US-80",Toomsuba,MS,705,3.299,36.804845,-121.740536
478,GASTRAK OF PEMBINA,"I-29, EXIT 215",Pembina,ND,355,3.299,29.23611,-102.666724
483,ALLSUPS #2387,US-54/SR-136/SR-3 & US-64,Guymon,OK,585,2.97566666,48.362063,-90.851516
486,LA NORIA CONV STORES,"I-35 N, EXIT 4",Laredo,TX,693,3.299,43.84376,-71.656214
489,EDDIES CORNER,US-87 & US-191,Moore,MT,815,3.749,41.383185,-105.686163
491,One9 #403,"I-75, EXIT 117",Heiskell,TN,405,2.999,45.251984,-122.965148
496,PILOT TRAVEL CENTERS #270,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.439,30.183129,-117.877305
509,LOVES TRAVEL STOPS #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,45.642095,-72.631589
509,LOVES TRAVEL STOP #256,"I-10, EXIT 140B",Van Horn,TX,640,3.649,38.727054,-70.895862
522,GO MART FOOD STORE #57,"I-70 & ST-285, EXIT 186",Lore City,OH,430,3.179,42.728126,-79.849298
523,CIRCLE K #2723322,"I-985, EXIT 20 & SR-60",Gainesville,GA,18,3.26566666,38.965512,-118.54881
525,FASTBREAK,US-45 ALT,West Point,MS,705,3.059,39.185402,-99.81931
546,PLAZA 30,US-30,Wanatah,IN,365,3.499,26.402633,-115.177127
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.389,30.433,-74.65161
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.589,40.008028,-108.476651
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.449,37.181446,-69.284165
557,SAPP BROS TRAVEL CENTER,"I-80, EXIT 73",Peru,IL,290,3.289,42.25903,-68.432692
559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,695,3.20733333,35.134465,-70.980268
566,TA GARY TRAVEL CENTER,"I-80/I-94, EXIT 6",Gary,IN,365,3.83066666,34.274842,-66.703481
567,TA ELOY TRAVEL CENTER,"I-10 & I-8, EXIT 203",Eloy,AZ,930,3.459,44.321786,-83.993551
572,PILOT TRAVEL CENTER #881,"I-69, EXIT 309A",Fort Wayne,IN,370,3.899,25.75088,-85.056184
572,PILOT TRAVEL CENTERS #881,"I-69, EXIT 309A",Fort Wayne,IN,370,3.879,35.781735,-94.102339
576,PETRO STOPPING CENTER #343,"I-10, EXIT 76",Egan,LA,600,3.624,42.582249,-113.398441
578,LOVES TRAVEL STOP #449,"I-84, EXIT 17",Troutdale,OR,935,3.779,37.10622,-86.097805
579,FLYING J TRAVEL PLAZA #764,"I-80, EXIT 104 & US-191",Rock Springs,WY,835,3.67066666,42.544447,-67.396622
586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.399,29.285376,-82.72893
586,AMERISTAR TRAVEL PLAZA #120,"I-82, EXIT 80",Prosser,WA,925,4.559,25.942685,-93.639253
588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,615,2.964,45.980113,-82.977857
591,TA Concordia Travel Plaza,"I-70, EXIT 58 & SR-23",Concordia,MO,400,3.22566666,44.942838,-114.087322
599,Sapp Bros Travel Center,"I-80, EXIT 59 & SR-17J",Sidney,NE,475,3.50066666,29.854728,-69.942101
602,JIFFY MART EXIT 18 TRUCK STOP,"I-89/SR-120, EXIT 18 & SR-120",Lebanon,NH,12,3.599,41.53349,-82.910481
614,TA MAYBROOK TRAVEL CENTER,"I-84, EXIT 5",Montgomery,NY,120,4.359,46.404158,-83.349829
628,KWIK FILL #227,"I-90,EXIT 218",Geneva,OH,305,3.15233333,29.533885,-74.91531
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39948962,44.123208,-118.143427
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39625375,29.991838,-84.095631
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.40695023,30.228015,-81.508094
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.40630048,44.785528,-67.401523
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.39722401,47.376431,-107.980118
629,FLYING J #850,TCH-16,Edmonton,AB,80,4.3981947,32.357119,-91.260769
636,UNION 76,"I-5, EXIT 233 E",Albany,OR,935,3.379,44.239777,-117.85661
651,ONE9 #1366,"I-40, EXIT 126 & US-641",Holladay,TN,460,2.98566666,42.237533,-73.501881
652,TA KNOXVILLE EAST TRAVEL CENTER,"I-40 & I-75, EXIT 374",Knoxville,TN,405,3.42566666,39.498426,-89.938172
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.39948962,27.589277,-121.850176
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59317483,28.340822,-93.902016
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59114784,27.685751,-115.802729
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.60163996,46.048122,-111.371584
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.59216111,43.943101,-75.543231
659,FLYING J #869,HWY 2 SOUTH,Nanton,AB,50,4.60231851,39.425029,-117.226239
669,PETRO STOPPING CENTER #350,"I-10,EXIT 4",Canutillo,TX,640,3.499,38.191147,-97.337231
672,CROWN POINT TRUCK STOP,"I-295/US-130,EXIT 22",Thorofare,NJ,150,3.549,26.621147,-76.529074
680,TA EXPRESS SUMMIT,"I-29, EXIT 207 & US-12",Summit,SD,566,3.20566666,39.032998,-112.75234
684,7-ELEVEN #35101,"I-86/SR-17, EXIT 16",Randolph,NY,38,4.499,45.397105,-104.856962
689,FLYING EAGLE,"I-235, EXIT 4",Wichita,KS,570,3.499,33.482667,-94.843559
692,BP,US-63,Ottumwa,IA,489,3.399,34.877344,-66.591496
739,Arco #364420,US-23,Greenup,KY,255,3.649,36.998903,-114.463776
748,QUIKTRIP #4231,US-85,Evans,CO,800,3.17233333,41.386675,-118.459586
769,AYERCO #26,US-61/US-136,Alexandria,MO,345,3.01566666,30.625336,-98.556111
815,Kwik Trip #1508,"US-18/SR-151, EXIT 58",Barneveld,WI,420,3.489,30.401889,-100.02123
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.379,38.096484,-106.419113
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.499,27.596026,-79.960639
855,SPEEDWAY #7459,US-41 & SR-137,North Chicago,IL,293,3.289,44.156313,-105.800813
863,Ocean Fuel,US-301/SR-73,Sylvania,GA,195,3.499,27.084079,-98.418627
906,PILOT TRAVEL CENTERS #429,"I-40, EXIT 280",West Memphis,AR,435,3.499,42.623407,-76.118906
906,PILOT TRAVEL CENTER #429,"I-40, EXIT 280",West Memphis,AR,435,3.291,40.396846,-94.749277
908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,615,3.46566666,27.583261,-76.279335
912,PETRO STOPPING CENTER #319,"I-20/59,EXIT 100",Mc Calla,AL,615,3.12566666,47.575409,-86.589699
936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,695,3.03233333,45.153407,-110.604329
970,CIRCLE K #2702885,"I-17/SR-60, EXIT 199A",Phoenix,AZ,930,3.39233333,43.140672,-69.281948
977,PILOT TRAVEL CENTER #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,46.5563,-100.62494
977,PILOT TRAVEL CENTERS #328,"I-10, EXIT 17",Quartzsite,AZ,930,3.959,29.906661,-90.198526
981,STINKER #85,"I-15, EXIT 93",Blackfoot,ID,825,3.53233333,28.585121,-81.227861
982,CIRCLE K #2701948,"I-8, EXIT 7 & SR-195",Yuma,AZ,900,3.56566666,27.287083,-94.594327
1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.449,25.991282,-94.674031
1028,FOUR STATES TRUCK STOP,"I-495, EXIT 4 & SR-9",New Castle,DE,243,3.399,46.641442,-72.6614
1042,Union 76,US-441 & SR-100A,Lake City,FL,75,3.56233333,44.782038,-78.856698
1043,ONE9 #1401,I-75 EXIT 414& US-41,Lake City,FL,75,3.259,45.867498,-105.452911
1043,SHELL DBA ONE9 #1401,I-75 EXIT 414& US-41,Lake City,FL,75,3.244,47.417011,-93.268214
1047,TA MARIANNA TRAVEL CENTER,"I-10/SR-8, EXIT 142 & SR-71",Marianna,FL,20,3.60733333,33.25926,-116.478509
1075,PILOT TRAVEL CENTER #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.43233333,44.136456,-121.29857
1075,PILOT TRAVEL CENTERS #68,"I-16 /SR-404, EXIT 51 & US-441",Dublin,GA,85,3.399,46.224651,-84.148347
1106,CIRCLE K #2705367,"I-20, EXIT 172",Thomson,GA,16,3.399,33.671799,-70.084639
1112,BC AMPRIDE TRUCK PLAZA,US-59/SR-141,Denison,IA,527,3.399,33.968657,-114.569304
1115,KWIK STAR #704,SR-57/SR-14,Parkersburg,IA,565,3.58233333,44.775906,-97.852961
1121,TRAVELERS OASIS,"I-84, EXIT 182",Eden,ID,787,3.799,29.11271,-119.579913
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.819,39.714012,-121.182332
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.879,27.553452,-123.670662
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.779,46.509011,-113.264638
1128,TA CHICAGO NORTH TRAVEL CENTER,"I-94/US-41, EXIT 1",Wadsworth,IL,444,3.769,42.827167,-98.131767
1132,SPEEDWAY #7423,"I-57, EXIT 83",Ina,IL,293,3.249,40.535922,-75.499745
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.399,41.382135,-114.30084
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.499,47.562344,-106.368762
1136,PILOT TRAVEL CENTER #171,"I-74, EXIT 206",Oakwood,IL,280,3.599,46.547017,-101.981158
1140,CIRCLE K #4701398,"I-55, EXIT 82 & SR-104",Divernon,IL,280,3.499,41.390321,-69.30681
1149,PILOT TRAVEL CENTER #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,35.958392,-122.625432
1149,PILOT TRAVEL CENTERS #30,"I-70, EXIT 96",Greenfield,IN,375,3.959,27.526167,-79.372695
1151,SPEEDWAY #8061,"I-70, EXIT 115 & SR-109",Knightstown,IN,375,3.759,46.710833,-83.637294
1154,CIRCLE K #2704691,SR-71 & CR-214,Cedar Creek,TX,595,3.199,26.466467,-122.32594
1156,CIRCLE K #4700028,"I-74/US-421, EXIT 116 & SR-44",Shelbyville,IN,375,3.599,25.487551,-99.708944
1157,One9 #297,"I-70, EXIT 11 & SR-46",Terre Haute,IN,510,3.43566666,37.272595,-106.641631
1158,PILOT TRAVEL CENTERS #36,US-30& SR-49,Valparaiso,IN,365,3.869,30.889352,-95.237598
1158,PILOT TRAVEL CENTER #36,US-30& SR-49,Valparaiso,IN,365,3.859,37.246537,-95.46462
1163,SHORT STOP #13,US-54,Emporia,KS,553,2.839,31.373721,-106.803186
1176,PILOT TRAVEL CENTERS #353,"I-75, EXIT 129",Georgetown,KY,410,3.20566666,40.717527,-97.0676
1179,PILOT TRAVEL CENTERS #399,"I-65, EXIT 105",Lebanon Junction,KY,415,3.609,25.73578,-112.956137
1196,SOUTHERN BELLE TRUCK STOP,US-61 & SR-964,Saint Francisville,LA,725,3.384,41.271046,-120.15964
1199,ALLTOWN MARKETS #306,"I-190, EXIT 7",Leominster,MA,178,3.68233333,42.317352,-97.562601
1202,ONE9 #290,"I-95, EXIT 93 & SR-222",Perryville,MD,22,3.599,47.871219,-81.162131
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.549,47.299124,-114.414344
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.349,36.260198,-96.085898
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.439,48.470623,-81.524203
1204,PETRO STOPPING CENTER #321,"I-70 & I-57, EXIT 159",Effingham,IL,574,3.399,40.936328,-110.003278
1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.499,44.147796,-114.310868
1208,D AVENUE FUEL PLAZA,US-131,Kalamazoo,MI,465,3.099,41.668073,-74.36818
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw,MI,465,3.599,47.073736,-88.747849
1210,ROADHAWK TRAVEL CENTER,"I-94, EXIT 56 & SR-51",Paw Paw,MI,465,3.559,31.144525,-119.191785
1217,KWIK TRIP #250,"I-90, EXIT 179",Austin,MN,515,3.374,45.929417,-77.6192
1218,CASEYS #3658,SR-210,Pillager,MN,522,3.299,31.598877,-74.640279
1225,AYERCO #35,US-61 & US-61 BUS,Bowling Green,MO,494,3.01566666,39.092487,-91.854729
1234,Lamar Travel Plaza,US-71 & US-160,Lamar,MO,416,3.199,34.714132,-79.060216
1236,AYERCO #44,US-36 & US-24,Palmyra,MO,494,3.01566666,30.103788,-75.346138
1240,TEMP STOP #103,US-65,Sedalia,MO,400,3.199,29.207177,-66.221459
1247,SNAPPY MART #11,US-63 & SR-14,West Plains,MO,535,3.299,28.159951,-106.54692
1251,MAPCO #3009,US-72,Corinth,MS,435,3.154,45.145755,-79.594521
1256,DOUBLE QUICK #89,US-82/US-278,Greenville,MS,655,3.25566666,31.836911,-103.093163
1265,JOE JOES TRAVEL CENTER,US-78 & RED BANKS RD S,Red Banks,MS,435,2.97233333,26.045707,-110.036419
1304,LOVES TRAVEL STOP #667,"I-85, EXIT 152",Mebane,NC,65,3.94733333,41.291671,-85.682657
1315,CIRCLE K #2720218,US-421 BUS & US-15/US-501/US-1,Sanford,NC,177,3.08233333,29.590459,-73.242276
1325,SCOTCHMAN #3303,US-421 & US-74,Wilmington,NC,245,3.629,43.170206,-118.759994
1326,SPEEDWAY #7949,US-301/US-264 ALT & CR-1674,Wilson,NC,205,3.199,26.797594,-100.096921
1333,PUMP & PANTRY #15,US-30,Grand Island,NE,330,3.30733333,27.076191,-75.576688
1340,BORDENTOWN VALERO,"NJ TNPK, EXIT 7 & US-206",Bordentown,NJ,230,3.499,45.940153,-99.380129
1342,Delta,"I-80, EXIT 47B",Fairfield,NJ,115,3.20233333,28.893214,-84.566888
1344,BOLLA TRUCK STOP #193,US-202 & SR-17,Mahwah,NJ,115,3.53233333,47.484995,-90.624181
1348,GLOBAL,SR-73,Palmyra,NJ,150,3.359,39.268468,-85.46948
1356,LOVES TRAVEL STOP #257,"I-40 & HORIZON, EXIT 79",Milan,NM,580,3.59066666,46.747296,-95.198155
1364,7- ELEVEN #40507,"I-80/I-90, MM 56 WB",Rolling Prairie,IN,465,3.98233333,34.126292,-112.703606
1372,PILOT TRAVEL CENTER #469,"I-77, EXIT 101 & SR-627",Canton,OH,249,3.62233333,32.089451,-77.680042
